,FACILITY_ID,BUSINESS_NAME,ADDR,CITY,CAT_1,CAT_2,SUBCAT_1,SUBCAT_2,SUBCAT_3,INFRACTION_TYPE,RESULT,INFRACTION_TOTAL,INSPECTION_DATE,REQUIRE_REINSPECTION,CERTIFIED_FOOD_HANDLER,INSPECTION_TYPE
2396,D01EFCAD-945A-4240-9264-2A908F35931C,FIDDLEHEADS HEALTH & NUTRITION,25 - 450 COLUMBIA ST W,WATERLOO,Food, General,Food Take Out,,,,,,2015-10-30,N,No,Compliance Inspection
2397,2E858166-B8AE-4573-9126-2AB71BDC60AE,TIM HORTONS,305 ARTHUR ST S,ELMIRA,Food, General,Restaurant,,,NON-CRITICAL,Corrected During Inspection,1.0,2015-10-09,N,Yes,Compliance Inspection
2398,2E858166-B8AE-4573-9126-2AB71BDC60AE,TIM HORTONS,305 ARTHUR ST S,ELMIRA,Food, General,Restaurant,,,CRITICAL,Not in Compliance,1.0,2015-10-09,N,Yes,Compliance Inspection
2399,2E858166-B8AE-4573-9126-2AB71BDC60AE,TIM HORTONS,305 ARTHUR ST S,ELMIRA,Food, General,Restaurant,,,CRITICAL,Corrected During Inspection,1.0,2016-09-26,N,Yes,Compliance Inspection
2400,2E858166-B8AE-4573-9126-2AB71BDC60AE,TIM HORTONS,305 ARTHUR ST S,ELMIRA,Food, General,Restaurant,,,NON-CRITICAL,Not in Compliance,1.0,2016-09-26,N,Yes,Compliance Inspection
2401,2E858166-B8AE-4573-9126-2AB71BDC60AE,TIM HORTONS,305 ARTHUR ST S,ELMIRA,Food, General,Restaurant,,,,,,2017-06-08,N,Yes,Compliance Inspection
2402,2E858166-B8AE-4573-9126-2AB71BDC60AE,TIM HORTONS,305 ARTHUR ST S,ELMIRA,Food, General,Restaurant,,,,,,2016-06-15,N,Yes,Compliance Inspection
2403,D4EA718D-FDF8-43F1-89E2-2ADC670288A4,FAMOUS WOK,327 - 355 HESPELER RD,CAMBRIDGE,Food, General,Food Take Out,,,CRITICAL,Corrected During Inspection,1.0,2015-11-26,N,No,Compliance Inspection
2404,D4EA718D-FDF8-43F1-89E2-2ADC670288A4,FAMOUS WOK,327 - 355 HESPELER RD,CAMBRIDGE,Food, General,Food Take Out,,,NON-CRITICAL,Not in Compliance,1.0,2015-11-26,N,No,Compliance Inspection
2405,D4EA718D-FDF8-43F1-89E2-2ADC670288A4,FAMOUS WOK,327 - 355 HESPELER RD,CAMBRIDGE,Food, General,Food Take Out,,,NON-CRITICAL,Corrected During Inspection,2.0,2017-02-21,N,Yes,Compliance Inspection
2406,D4EA718D-FDF8-43F1-89E2-2ADC670288A4,FAMOUS WOK,327 - 355 HESPELER RD,CAMBRIDGE,Food, General,Food Take Out,,,NON-CRITICAL,Not in Compliance,1.0,2017-02-21,N,Yes,Compliance Inspection
2407,D4EA718D-FDF8-43F1-89E2-2ADC670288A4,FAMOUS WOK,327 - 355 HESPELER RD,CAMBRIDGE,Food, General,Food Take Out,,,NON-CRITICAL,Not in Compliance,1.0,2016-03-10,N,No,Compliance Inspection
2408,D4EA718D-FDF8-43F1-89E2-2ADC670288A4,FAMOUS WOK,327 - 355 HESPELER RD,CAMBRIDGE,Food, General,Food Take Out,,,NON-CRITICAL,Corrected During Inspection,3.0,2016-03-10,N,No,Compliance Inspection
2409,8A4F3EE8-B8A5-4801-A57A-2B05FB492EF2,COFFEE CULTURE,1 - 215 THE BOARDWALK,KITCHENER,Food, General,Restaurant,,,CRITICAL,Corrected During Inspection,1.0,2017-07-17,N,Yes,Compliance Inspection
2410,8A4F3EE8-B8A5-4801-A57A-2B05FB492EF2,COFFEE CULTURE,1 - 215 THE BOARDWALK,KITCHENER,Food, General,Restaurant,,,NON-CRITICAL,Corrected During Inspection,1.0,2017-07-17,N,Yes,Compliance Inspection
2411,8A4F3EE8-B8A5-4801-A57A-2B05FB492EF2,COFFEE CULTURE,1 - 215 THE BOARDWALK,KITCHENER,Food, General,Restaurant,,,CRITICAL,Not in Compliance,1.0,2015-09-09,Y,No,Compliance Inspection
2412,8A4F3EE8-B8A5-4801-A57A-2B05FB492EF2,COFFEE CULTURE,1 - 215 THE BOARDWALK,KITCHENER,Food, General,Restaurant,,,NON-CRITICAL,Not in Compliance,3.0,2015-09-09,Y,No,Compliance Inspection
2413,8A4F3EE8-B8A5-4801-A57A-2B05FB492EF2,COFFEE CULTURE,1 - 215 THE BOARDWALK,KITCHENER,Food, General,Restaurant,,,NON-CRITICAL,Corrected During Inspection,1.0,2015-09-09,Y,No,Compliance Inspection
2414,8A4F3EE8-B8A5-4801-A57A-2B05FB492EF2,COFFEE CULTURE,1 - 215 THE BOARDWALK,KITCHENER,Food, General,Restaurant,,,NON-CRITICAL,Corrected During Inspection,1.0,2016-09-07,N,Yes,Compliance Inspection
2415,8A4F3EE8-B8A5-4801-A57A-2B05FB492EF2,COFFEE CULTURE,1 - 215 THE BOARDWALK,KITCHENER,Food, General,Restaurant,,,NON-CRITICAL,Not in Compliance,1.0,2016-03-08,N,No,Compliance Inspection
2416,8A4F3EE8-B8A5-4801-A57A-2B05FB492EF2,COFFEE CULTURE,1 - 215 THE BOARDWALK,KITCHENER,Food, General,Restaurant,,,CRITICAL,Corrected During Inspection,1.0,2017-01-12,N,Yes,Compliance Inspection
2417,8A4F3EE8-B8A5-4801-A57A-2B05FB492EF2,COFFEE CULTURE,1 - 215 THE BOARDWALK,KITCHENER,Food, General,Restaurant,,,NON-CRITICAL,Corrected During Inspection,1.0,2016-06-07,Y,No,Compliance Inspection
2418,8A4F3EE8-B8A5-4801-A57A-2B05FB492EF2,COFFEE CULTURE,1 - 215 THE BOARDWALK,KITCHENER,Food, General,Restaurant,,,NON-CRITICAL,Not in Compliance,3.0,2016-06-07,Y,No,Compliance Inspection
2419,8A4F3EE8-B8A5-4801-A57A-2B05FB492EF2,COFFEE CULTURE,1 - 215 THE BOARDWALK,KITCHENER,Food, General,Restaurant,,,NON-CRITICAL,Not in Compliance,3.0,2016-06-24,Y,No,Re-inspection
2420,8A4F3EE8-B8A5-4801-A57A-2B05FB492EF2,COFFEE CULTURE,1 - 215 THE BOARDWALK,KITCHENER,Food, General,Restaurant,,,NON-CRITICAL,Not in Compliance,2.0,2015-09-11,N,No,Re-inspection
2421,8A4F3EE8-B8A5-4801-A57A-2B05FB492EF2,COFFEE CULTURE,1 - 215 THE BOARDWALK,KITCHENER,Food, General,Restaurant,,,,,,2016-06-27,N,No,Re-inspection
2422,59F57AC5-7712-4DF1-B98F-2B12B8D09B87,TIM HORTONS,34 SNYDER'S RD W,BADEN,Food, General,Restaurant,,,NON-CRITICAL,Not in Compliance,1.0,2016-12-13,N,Yes,Compliance Inspection
2423,59F57AC5-7712-4DF1-B98F-2B12B8D09B87,TIM HORTONS,34 SNYDER'S RD W,BADEN,Food, General,Restaurant,,,NON-CRITICAL,Not in Compliance,3.0,2015-10-02,Y,Yes,Compliance Inspection
2424,59F57AC5-7712-4DF1-B98F-2B12B8D09B87,TIM HORTONS,34 SNYDER'S RD W,BADEN,Food, General,Restaurant,,,NON-CRITICAL,Corrected During Inspection,1.0,2015-10-02,Y,Yes,Compliance Inspection
2425,59F57AC5-7712-4DF1-B98F-2B12B8D09B87,TIM HORTONS,34 SNYDER'S RD W,BADEN,Food, General,Restaurant,,,NON-CRITICAL,Not in Compliance,1.0,2016-06-09,N,Yes,Compliance Inspection
2426,59F57AC5-7712-4DF1-B98F-2B12B8D09B87,TIM HORTONS,34 SNYDER'S RD W,BADEN,Food, General,Restaurant,,,NON-CRITICAL,Not in Compliance,1.0,2017-04-18,N,Yes,Compliance Inspection
2427,160FCAE0-2A1A-431D-9225-2B2307E61100,NKFM-BOLERO PIZZA & PASTA HOUSE,300 KING ST E,KITCHENER,Food, General,Food Take Out,,,CRITICAL,Not in Compliance,1.0,2015-10-27,N,No,Compliance Inspection
2428,160FCAE0-2A1A-431D-9225-2B2307E61100,NKFM-BOLERO PIZZA & PASTA HOUSE,300 KING ST E,KITCHENER,Food, General,Food Take Out,,,NON-CRITICAL,Not in Compliance,1.0,2015-10-27,N,No,Compliance Inspection
2429,160FCAE0-2A1A-431D-9225-2B2307E61100,NKFM-BOLERO PIZZA & PASTA HOUSE,300 KING ST E,KITCHENER,Food, General,Food Take Out,,,CRITICAL,Corrected During Inspection,1.0,2015-10-27,N,No,Compliance Inspection
2430,160FCAE0-2A1A-431D-9225-2B2307E61100,NKFM-BOLERO PIZZA & PASTA HOUSE,300 KING ST E,KITCHENER,Food, General,Food Take Out,,,NON-CRITICAL,Not in Compliance,1.0,2016-02-23,N,No,Compliance Inspection
2431,160FCAE0-2A1A-431D-9225-2B2307E61100,NKFM-BOLERO PIZZA & PASTA HOUSE,300 KING ST E,KITCHENER,Food, General,Food Take Out,,,,,,2015-11-03,N,No,Re-inspection
2432,160FCAE0-2A1A-431D-9225-2B2307E61100,NKFM-BOLERO PIZZA & PASTA HOUSE,300 KING ST E,KITCHENER,Food, General,Food Take Out,,,,,,2017-04-19,N,No,Compliance Inspection
2433,160FCAE0-2A1A-431D-9225-2B2307E61100,NKFM-BOLERO PIZZA & PASTA HOUSE,300 KING ST E,KITCHENER,Food, General,Food Take Out,,,,,,2016-10-11,N,No,Compliance Inspection
2434,37802A82-EB76-4E5F-BBB8-2B23C4E79912,CAMBRIDGE CONVENIENCE,2 - 215 BEVERLY ST,CAMBRIDGE,Food, General,Food store convenience , Variety,,NON-CRITICAL,Not in Compliance,2.0,2015-12-10,N,No,Compliance Inspection
2435,37802A82-EB76-4E5F-BBB8-2B23C4E79912,CAMBRIDGE CONVENIENCE,2 - 215 BEVERLY ST,CAMBRIDGE,Food, General,Food store convenience , Variety,,NON-CRITICAL,Not in Compliance,1.0,2017-06-12,N,No,Compliance Inspection
2436,37802A82-EB76-4E5F-BBB8-2B23C4E79912,CAMBRIDGE CONVENIENCE,2 - 215 BEVERLY ST,CAMBRIDGE,Food, General,Food store convenience , Variety,,CRITICAL,Not in Compliance,1.0,2017-06-12,N,No,Compliance Inspection
2437,37802A82-EB76-4E5F-BBB8-2B23C4E79912,CAMBRIDGE CONVENIENCE,2 - 215 BEVERLY ST,CAMBRIDGE,Food, General,Food store convenience , Variety,,,,,2016-09-13,N,No,Compliance Inspection
2438,5722EB98-438C-4669-8056-2B45433189A6,SWISS CHALET,506 HESPELER RD,CAMBRIDGE,Food, General,Restaurant,,,CRITICAL,Not in Compliance,1.0,2017-05-16,N,Yes,Compliance Inspection
2439,5722EB98-438C-4669-8056-2B45433189A6,SWISS CHALET,506 HESPELER RD,CAMBRIDGE,Food, General,Restaurant,,,NON-CRITICAL,Corrected During Inspection,1.0,2017-05-16,N,Yes,Compliance Inspection
2440,5722EB98-438C-4669-8056-2B45433189A6,SWISS CHALET,506 HESPELER RD,CAMBRIDGE,Food, General,Restaurant,,,CRITICAL,Corrected During Inspection,1.0,2016-05-27,N,Yes,Compliance Inspection
2441,5722EB98-438C-4669-8056-2B45433189A6,SWISS CHALET,506 HESPELER RD,CAMBRIDGE,Food, General,Restaurant,,,,,,2015-12-17,N,Yes,Compliance Inspection
2442,5722EB98-438C-4669-8056-2B45433189A6,SWISS CHALET,506 HESPELER RD,CAMBRIDGE,Food, General,Restaurant,,,,,,2016-02-08,N,Yes,Compliance Inspection
2443,5722EB98-438C-4669-8056-2B45433189A6,SWISS CHALET,506 HESPELER RD,CAMBRIDGE,Food, General,Restaurant,,,,,,2016-11-01,N,Yes,Compliance Inspection
2444,5722EB98-438C-4669-8056-2B45433189A6,SWISS CHALET,506 HESPELER RD,CAMBRIDGE,Food, General,Restaurant,,,,,,2017-05-23,N,No,Re-inspection
2445,BE2F5272-47E2-4DA2-AA78-2B686E086F93,OBIE'S BAR & GRILLE,6A - 209 PINEBUSH RD,CAMBRIDGE,Food, General,Restaurant,,,NON-CRITICAL,Corrected During Inspection,2.0,2016-10-20,Y,Yes,Compliance Inspection
2446,BE2F5272-47E2-4DA2-AA78-2B686E086F93,OBIE'S BAR & GRILLE,6A - 209 PINEBUSH RD,CAMBRIDGE,Food, General,Restaurant,,,NON-CRITICAL,Not in Compliance,2.0,2016-10-20,Y,Yes,Compliance Inspection
2447,BE2F5272-47E2-4DA2-AA78-2B686E086F93,OBIE'S BAR & GRILLE,6A - 209 PINEBUSH RD,CAMBRIDGE,Food, General,Restaurant,,,CRITICAL,Not in Compliance,1.0,2016-10-20,Y,Yes,Compliance Inspection
2448,BE2F5272-47E2-4DA2-AA78-2B686E086F93,OBIE'S BAR & GRILLE,6A - 209 PINEBUSH RD,CAMBRIDGE,Food, General,Restaurant,,,NON-CRITICAL,Not in Compliance,3.0,2017-01-27,N,Yes,Compliance Inspection
2449,BE2F5272-47E2-4DA2-AA78-2B686E086F93,OBIE'S BAR & GRILLE,6A - 209 PINEBUSH RD,CAMBRIDGE,Food, General,Restaurant,,,NON-CRITICAL,Not in Compliance,1.0,2016-03-08,N,Yes,Compliance Inspection
2450,BE2F5272-47E2-4DA2-AA78-2B686E086F93,OBIE'S BAR & GRILLE,6A - 209 PINEBUSH RD,CAMBRIDGE,Food, General,Restaurant,,,NON-CRITICAL,Not in Compliance,1.0,2015-12-10,N,No,Compliance Inspection
2451,BE2F5272-47E2-4DA2-AA78-2B686E086F93,OBIE'S BAR & GRILLE,6A - 209 PINEBUSH RD,CAMBRIDGE,Food, General,Restaurant,,,NON-CRITICAL,Not in Compliance,1.0,2017-01-30,N,No,Re-inspection
2452,BE2F5272-47E2-4DA2-AA78-2B686E086F93,OBIE'S BAR & GRILLE,6A - 209 PINEBUSH RD,CAMBRIDGE,Food, General,Restaurant,,,NON-CRITICAL,Not in Compliance,3.0,2017-07-04,N,Yes,Compliance Inspection
2453,BE2F5272-47E2-4DA2-AA78-2B686E086F93,OBIE'S BAR & GRILLE,6A - 209 PINEBUSH RD,CAMBRIDGE,Food, General,Restaurant,,,NON-CRITICAL,Not in Compliance,4.0,2016-07-07,N,Yes,Compliance Inspection
2454,BE2F5272-47E2-4DA2-AA78-2B686E086F93,OBIE'S BAR & GRILLE,6A - 209 PINEBUSH RD,CAMBRIDGE,Food, General,Restaurant,,,CRITICAL,Corrected During Inspection,2.0,2016-07-07,N,Yes,Compliance Inspection
2455,BE2F5272-47E2-4DA2-AA78-2B686E086F93,OBIE'S BAR & GRILLE,6A - 209 PINEBUSH RD,CAMBRIDGE,Food, General,Restaurant,,,,,,2016-10-24,N,No,Re-inspection
2456,D3D497FA-BF7F-469B-BDBF-2B6D359D50DA,SAKURA ISLAND JAPANESE & KOREAN RESTAURANT,11 - 255 KING ST N,WATERLOO,Food, General,Restaurant,,,NON-CRITICAL,Not in Compliance,1.0,2017-06-21,N,Yes,Re-inspection
2457,D3D497FA-BF7F-469B-BDBF-2B6D359D50DA,SAKURA ISLAND JAPANESE & KOREAN RESTAURANT,11 - 255 KING ST N,WATERLOO,Food, General,Restaurant,,,NON-CRITICAL,Not in Compliance,2.0,2017-06-19,Y,Yes,Compliance Inspection
2458,D3D497FA-BF7F-469B-BDBF-2B6D359D50DA,SAKURA ISLAND JAPANESE & KOREAN RESTAURANT,11 - 255 KING ST N,WATERLOO,Food, General,Restaurant,,,NON-CRITICAL,Corrected During Inspection,1.0,2017-06-19,Y,Yes,Compliance Inspection
2459,D3D497FA-BF7F-469B-BDBF-2B6D359D50DA,SAKURA ISLAND JAPANESE & KOREAN RESTAURANT,11 - 255 KING ST N,WATERLOO,Food, General,Restaurant,,,CRITICAL,Not in Compliance,1.0,2017-06-19,Y,Yes,Compliance Inspection
2460,D3D497FA-BF7F-469B-BDBF-2B6D359D50DA,SAKURA ISLAND JAPANESE & KOREAN RESTAURANT,11 - 255 KING ST N,WATERLOO,Food, General,Restaurant,,,CRITICAL,Corrected During Inspection,1.0,2016-03-21,Y,No,Compliance Inspection
2461,D3D497FA-BF7F-469B-BDBF-2B6D359D50DA,SAKURA ISLAND JAPANESE & KOREAN RESTAURANT,11 - 255 KING ST N,WATERLOO,Food, General,Restaurant,,,NON-CRITICAL,Not in Compliance,2.0,2016-03-21,Y,No,Compliance Inspection
2462,D3D497FA-BF7F-469B-BDBF-2B6D359D50DA,SAKURA ISLAND JAPANESE & KOREAN RESTAURANT,11 - 255 KING ST N,WATERLOO,Food, General,Restaurant,,,CRITICAL,Not in Compliance,1.0,2016-03-21,Y,No,Compliance Inspection
2463,D3D497FA-BF7F-469B-BDBF-2B6D359D50DA,SAKURA ISLAND JAPANESE & KOREAN RESTAURANT,11 - 255 KING ST N,WATERLOO,Food, General,Restaurant,,,NON-CRITICAL,Not in Compliance,4.0,2015-10-05,Y,No,Compliance Inspection
2464,D3D497FA-BF7F-469B-BDBF-2B6D359D50DA,SAKURA ISLAND JAPANESE & KOREAN RESTAURANT,11 - 255 KING ST N,WATERLOO,Food, General,Restaurant,,,NON-CRITICAL,Not in Compliance,2.0,2017-01-17,Y,No,Compliance Inspection
2465,D3D497FA-BF7F-469B-BDBF-2B6D359D50DA,SAKURA ISLAND JAPANESE & KOREAN RESTAURANT,11 - 255 KING ST N,WATERLOO,Food, General,Restaurant,,,CRITICAL,Not in Compliance,2.0,2017-01-17,Y,No,Compliance Inspection
2466,D3D497FA-BF7F-469B-BDBF-2B6D359D50DA,SAKURA ISLAND JAPANESE & KOREAN RESTAURANT,11 - 255 KING ST N,WATERLOO,Food, General,Restaurant,,,CRITICAL,Corrected During Inspection,2.0,2017-01-17,Y,No,Compliance Inspection
2467,D3D497FA-BF7F-469B-BDBF-2B6D359D50DA,SAKURA ISLAND JAPANESE & KOREAN RESTAURANT,11 - 255 KING ST N,WATERLOO,Food, General,Restaurant,,,NON-CRITICAL,Corrected During Inspection,1.0,2017-01-17,Y,No,Compliance Inspection
2468,D3D497FA-BF7F-469B-BDBF-2B6D359D50DA,SAKURA ISLAND JAPANESE & KOREAN RESTAURANT,11 - 255 KING ST N,WATERLOO,Food, General,Restaurant,,,NON-CRITICAL,Corrected During Inspection,1.0,2016-10-14,Y,No,Compliance Inspection
2469,D3D497FA-BF7F-469B-BDBF-2B6D359D50DA,SAKURA ISLAND JAPANESE & KOREAN RESTAURANT,11 - 255 KING ST N,WATERLOO,Food, General,Restaurant,,,CRITICAL,Corrected During Inspection,1.0,2016-10-14,Y,No,Compliance Inspection
2470,D3D497FA-BF7F-469B-BDBF-2B6D359D50DA,SAKURA ISLAND JAPANESE & KOREAN RESTAURANT,11 - 255 KING ST N,WATERLOO,Food, General,Restaurant,,,CRITICAL,Not in Compliance,1.0,2016-10-14,Y,No,Compliance Inspection
2471,D3D497FA-BF7F-469B-BDBF-2B6D359D50DA,SAKURA ISLAND JAPANESE & KOREAN RESTAURANT,11 - 255 KING ST N,WATERLOO,Food, General,Restaurant,,,NON-CRITICAL,Not in Compliance,2.0,2016-10-14,Y,No,Compliance Inspection
2472,D3D497FA-BF7F-469B-BDBF-2B6D359D50DA,SAKURA ISLAND JAPANESE & KOREAN RESTAURANT,11 - 255 KING ST N,WATERLOO,Food, General,Restaurant,,,NON-CRITICAL,Not in Compliance,1.0,2016-10-18,N,No,Re-inspection
2473,D3D497FA-BF7F-469B-BDBF-2B6D359D50DA,SAKURA ISLAND JAPANESE & KOREAN RESTAURANT,11 - 255 KING ST N,WATERLOO,Food, General,Restaurant,,,NON-CRITICAL,Not in Compliance,1.0,2017-01-18,N,Yes,Re-inspection
2474,D3D497FA-BF7F-469B-BDBF-2B6D359D50DA,SAKURA ISLAND JAPANESE & KOREAN RESTAURANT,11 - 255 KING ST N,WATERLOO,Food, General,Restaurant,,,NON-CRITICAL,Not in Compliance,2.0,2016-07-12,N,No,Compliance Inspection
2475,D3D497FA-BF7F-469B-BDBF-2B6D359D50DA,SAKURA ISLAND JAPANESE & KOREAN RESTAURANT,11 - 255 KING ST N,WATERLOO,Food, General,Restaurant,,,CRITICAL,Corrected During Inspection,1.0,2016-07-12,N,No,Compliance Inspection
2476,D3D497FA-BF7F-469B-BDBF-2B6D359D50DA,SAKURA ISLAND JAPANESE & KOREAN RESTAURANT,11 - 255 KING ST N,WATERLOO,Food, General,Restaurant,,,NON-CRITICAL,Corrected During Inspection,1.0,2016-07-12,N,No,Compliance Inspection
2477,D3D497FA-BF7F-469B-BDBF-2B6D359D50DA,SAKURA ISLAND JAPANESE & KOREAN RESTAURANT,11 - 255 KING ST N,WATERLOO,Food, General,Restaurant,,,,,,2015-10-07,N,No,Re-inspection
2478,D3D497FA-BF7F-469B-BDBF-2B6D359D50DA,SAKURA ISLAND JAPANESE & KOREAN RESTAURANT,11 - 255 KING ST N,WATERLOO,Food, General,Restaurant,,,,,,2016-03-30,N,No,Re-inspection
2479,5C20AD6B-CE17-4AD7-B72B-2B79D56C042A,REBEL CREEK GOLF CLUB,1517 SNYDER'S RD E,WILMOT,Food, General,Restaurant,,,NON-CRITICAL,Corrected During Inspection,1.0,2016-04-27,N,Yes,Compliance Inspection
2480,5C20AD6B-CE17-4AD7-B72B-2B79D56C042A,REBEL CREEK GOLF CLUB,1517 SNYDER'S RD E,WILMOT,Food, General,Restaurant,,,NON-CRITICAL,Not in Compliance,2.0,2016-04-27,N,Yes,Compliance Inspection
2481,5C20AD6B-CE17-4AD7-B72B-2B79D56C042A,REBEL CREEK GOLF CLUB,1517 SNYDER'S RD E,WILMOT,Food, General,Restaurant,,,CRITICAL,Corrected During Inspection,2.0,2015-09-21,Y,No,Compliance Inspection
2482,5C20AD6B-CE17-4AD7-B72B-2B79D56C042A,REBEL CREEK GOLF CLUB,1517 SNYDER'S RD E,WILMOT,Food, General,Restaurant,,,NON-CRITICAL,Not in Compliance,2.0,2015-09-21,Y,No,Compliance Inspection
2483,5C20AD6B-CE17-4AD7-B72B-2B79D56C042A,REBEL CREEK GOLF CLUB,1517 SNYDER'S RD E,WILMOT,Food, General,Restaurant,,,NON-CRITICAL,Not in Compliance,5.0,2017-05-09,Y,Yes,Compliance Inspection
2484,5C20AD6B-CE17-4AD7-B72B-2B79D56C042A,REBEL CREEK GOLF CLUB,1517 SNYDER'S RD E,WILMOT,Food, General,Restaurant,,,CRITICAL,Not in Compliance,1.0,2017-05-09,Y,Yes,Compliance Inspection
2485,5C20AD6B-CE17-4AD7-B72B-2B79D56C042A,REBEL CREEK GOLF CLUB,1517 SNYDER'S RD E,WILMOT,Food, General,Restaurant,,,NON-CRITICAL,Not in Compliance,2.0,2015-09-25,N,No,Compliance Inspection
2486,5C20AD6B-CE17-4AD7-B72B-2B79D56C042A,REBEL CREEK GOLF CLUB,1517 SNYDER'S RD E,WILMOT,Food, General,Restaurant,,,NON-CRITICAL,Not in Compliance,1.0,2016-09-13,N,Yes,Compliance Inspection
2487,5C20AD6B-CE17-4AD7-B72B-2B79D56C042A,REBEL CREEK GOLF CLUB,1517 SNYDER'S RD E,WILMOT,Food, General,Restaurant,,,NON-CRITICAL,Not in Compliance,2.0,2015-09-22,Y,Yes,Re-inspection
2488,5C20AD6B-CE17-4AD7-B72B-2B79D56C042A,REBEL CREEK GOLF CLUB,1517 SNYDER'S RD E,WILMOT,Food, General,Restaurant,,,CRITICAL,Not in Compliance,1.0,2017-08-21,Y,Yes,Compliance Inspection
2489,5C20AD6B-CE17-4AD7-B72B-2B79D56C042A,REBEL CREEK GOLF CLUB,1517 SNYDER'S RD E,WILMOT,Food, General,Restaurant,,,NON-CRITICAL,Corrected During Inspection,1.0,2017-08-21,Y,Yes,Compliance Inspection
2490,5C20AD6B-CE17-4AD7-B72B-2B79D56C042A,REBEL CREEK GOLF CLUB,1517 SNYDER'S RD E,WILMOT,Food, General,Restaurant,,,NON-CRITICAL,Not in Compliance,1.0,2017-08-21,Y,Yes,Compliance Inspection
2491,5C20AD6B-CE17-4AD7-B72B-2B79D56C042A,REBEL CREEK GOLF CLUB,1517 SNYDER'S RD E,WILMOT,Food, General,Restaurant,,,CRITICAL,Corrected During Inspection,1.0,2017-08-21,Y,Yes,Compliance Inspection
2492,5C20AD6B-CE17-4AD7-B72B-2B79D56C042A,REBEL CREEK GOLF CLUB,1517 SNYDER'S RD E,WILMOT,Food, General,Restaurant,,,NON-CRITICAL,Not in Compliance,2.0,2017-06-09,N,No,Re-inspection
2493,5C20AD6B-CE17-4AD7-B72B-2B79D56C042A,REBEL CREEK GOLF CLUB,1517 SNYDER'S RD E,WILMOT,Food, General,Restaurant,,,,,,2017-08-24,N,No,Re-inspection
2494,9D1DE584-A0DE-4EA0-A8A3-2B8E0531B6AB,ANGIE'S KITCHEN,1761 ERB'S RD W,ST. AGATHA,Food, General,Restaurant,,,CRITICAL,Not in Compliance,1.0,2015-11-24,N,No,Compliance Inspection
2495,9D1DE584-A0DE-4EA0-A8A3-2B8E0531B6AB,ANGIE'S KITCHEN,1761 ERB'S RD W,ST. AGATHA,Food, General,Restaurant,,,CRITICAL,Not in Compliance,2.0,2017-08-09,N,No,Compliance Inspection
2496,9D1DE584-A0DE-4EA0-A8A3-2B8E0531B6AB,ANGIE'S KITCHEN,1761 ERB'S RD W,ST. AGATHA,Food, General,Restaurant,,,CRITICAL,Corrected During Inspection,1.0,2016-10-26,N,No,Compliance Inspection
2497,9D1DE584-A0DE-4EA0-A8A3-2B8E0531B6AB,ANGIE'S KITCHEN,1761 ERB'S RD W,ST. AGATHA,Food, General,Restaurant,,,CRITICAL,Not in Compliance,1.0,2016-08-10,N,No,Compliance Inspection
2498,9D1DE584-A0DE-4EA0-A8A3-2B8E0531B6AB,ANGIE'S KITCHEN,1761 ERB'S RD W,ST. AGATHA,Food, General,Restaurant,,,,,,2016-03-04,N,No,Compliance Inspection
2499,9D1DE584-A0DE-4EA0-A8A3-2B8E0531B6AB,ANGIE'S KITCHEN,1761 ERB'S RD W,ST. AGATHA,Food, General,Restaurant,,,,,,2017-02-23,N,Yes,Compliance Inspection
2500,EB55BB89-B5CE-49B8-B324-2BA1EB68B5D3,SUGARLIPS CANDY,35 - 100 SHELDON DR,CAMBRIDGE,Food, General,Food store convenience , Variety,,NON-CRITICAL,Corrected During Inspection,1.0,2017-06-01,N,No,Compliance Inspection
2501,EB55BB89-B5CE-49B8-B324-2BA1EB68B5D3,SUGARLIPS CANDY,35 - 100 SHELDON DR,CAMBRIDGE,Food, General,Food store convenience , Variety,,,,,2016-06-10,N,No,Compliance Inspection
2502,EB55BB89-B5CE-49B8-B324-2BA1EB68B5D3,SUGARLIPS CANDY,35 - 100 SHELDON DR,CAMBRIDGE,Food, General,Food store convenience , Variety,,,,,2015-09-25,N,No,Compliance Inspection
2503,EB55BB89-B5CE-49B8-B324-2BA1EB68B5D3,SUGARLIPS CANDY,35 - 100 SHELDON DR,CAMBRIDGE,Food, General,Food store convenience , Variety,,,,,2016-10-31,N,No,Compliance Inspection
2504,48F2CE2D-9262-4D44-A73F-2BAF0B44ECCF,TEREMOK CAFE,107 - 55 ERB ST E,WATERLOO,Food, General,Restaurant,,,NON-CRITICAL,Not in Compliance,2.0,2016-02-23,N,No,Compliance Inspection
2505,48F2CE2D-9262-4D44-A73F-2BAF0B44ECCF,TEREMOK CAFE,107 - 55 ERB ST E,WATERLOO,Food, General,Restaurant,,,NON-CRITICAL,Corrected During Inspection,1.0,2016-02-23,N,No,Compliance Inspection
2506,48F2CE2D-9262-4D44-A73F-2BAF0B44ECCF,TEREMOK CAFE,107 - 55 ERB ST E,WATERLOO,Food, General,Restaurant,,,NON-CRITICAL,Corrected During Inspection,1.0,2016-08-04,N,No,Compliance Inspection
2507,48F2CE2D-9262-4D44-A73F-2BAF0B44ECCF,TEREMOK CAFE,107 - 55 ERB ST E,WATERLOO,Food, General,Restaurant,,,NON-CRITICAL,Not in Compliance,1.0,2016-08-04,N,No,Compliance Inspection
