"INSPECTION_ID","FACILITYID","INSPECTION_DATE","REQUIRE_REINSPECTION","CERTIFIED_FOOD_HANDLER","INSPECTION_TYPE"
"0293D341-3197-4AFA-868F-701893504B42","67DAC417-2FDD-4593-87F0-13A839294822","2016/09/29","N","No","Compliance Inspection"
"ED5951B8-C1D6-4718-94D3-FACE99DFDFD9","67DAC417-2FDD-4593-87F0-13A839294822","2015/08/29","N","No","Compliance Inspection"
"F9BF3148-209E-496E-B258-B5A2F581DE43","A25BF2FF-F6F3-41B8-AA27-13EBE023C0DB","2016/10/05","N","No","Compliance Inspection"
"0CD4026F-AAF6-4629-BBB6-A539DE878101","A25BF2FF-F6F3-41B8-AA27-13EBE023C0DB","2015/10/21","N","Yes","Compliance Inspection"
"1D7DEFA6-84E8-4E82-A344-C20B26532D30","A25BF2FF-F6F3-41B8-AA27-13EBE023C0DB","2017/07/07","N","No","Compliance Inspection"
"CADEBABC-36A4-4C1F-8293-342ECFC0295B","1A5157BD-DCC1-4D7B-94CC-141A6F46D710","2017/01/24","N","No","Compliance Inspection"
"B336A725-6CCF-4494-B035-7B6F83570ABC","1A5157BD-DCC1-4D7B-94CC-141A6F46D710","2016/02/19","N","No","Compliance Inspection"
"BB588ADA-C1FD-4266-8FA2-7EACA4081A5A","B1708861-F0DC-4158-A5B2-141FDD7534E5","2016/03/23","N","No","Compliance Inspection"
"CDFBEC54-3D56-49AE-BB22-F2B80F7261A9","B1708861-F0DC-4158-A5B2-141FDD7534E5","2017/04/19","N","No","Compliance Inspection"
"7C1F69B6-B444-4AC4-8251-881EC1D6A9C4","231B79E3-61CA-4ADD-9E4C-1434920FEB58","2016/11/21","N","No","Compliance Inspection"
"BF8A1C1F-E55C-4768-BC33-FD991579F892","914E071D-090B-4C57-8417-14377F445D0F","2017/03/14","N","No","Compliance Inspection"
"08C62BDE-A0E1-40EB-9CF8-3278E3BD3A5B","914E071D-090B-4C57-8417-14377F445D0F","2016/12/16","N","No","Compliance Inspection"
"A4502BD3-FBCC-48CE-A510-98C9DA606017","002B65BB-FE9E-4C75-A6B8-14421E4F7ACC","2016/10/22","N","No","Compliance Inspection"
"B742C252-52A9-4EA9-9375-B9142BC17B35","002B65BB-FE9E-4C75-A6B8-14421E4F7ACC","2016/04/30","N","No","Compliance Inspection"
"5DC74521-51B2-4887-884C-A1C48A7202A2","002B65BB-FE9E-4C75-A6B8-14421E4F7ACC","2015/09/19","N","No","Compliance Inspection"
"40285D9F-E4F4-4990-B157-9B483F22D506","002B65BB-FE9E-4C75-A6B8-14421E4F7ACC","2017/06/10","N","No","Compliance Inspection"
"997557F2-7A1D-4DF5-9D6C-538F106B2801","FD3D3D82-ADEC-4B9D-9922-14519F501AEA","2015/10/05","N","No","Compliance Inspection"
"0BABB245-7B36-4FAA-A41B-1618DC5DC68E","FD3D3D82-ADEC-4B9D-9922-14519F501AEA","2017/08/08","N","Yes","Compliance Inspection"
"DC715FC3-232F-4DC2-8E62-25F5B8299D5F","FD3D3D82-ADEC-4B9D-9922-14519F501AEA","2017/03/16","N","No","Compliance Inspection"
"81971499-23BF-4492-925F-38566BCFD418","FD3D3D82-ADEC-4B9D-9922-14519F501AEA","2016/09/14","N","No","Compliance Inspection"
"2063E1E9-56A0-4F46-B071-FB1F0FCB2D6C","FD3D3D82-ADEC-4B9D-9922-14519F501AEA","2016/03/30","N","No","Compliance Inspection"
"66C4849F-F592-43DC-8A32-C3DB85BFC20C","12DC17A1-C8BF-426D-A78E-145BC1B305A4","2016/03/31","N","No","Compliance Inspection"
"B3459F52-2E44-4E53-B20E-BA24D0A658E8","12DC17A1-C8BF-426D-A78E-145BC1B305A4","2016/08/18","N","No","Compliance Inspection"
"BEB74507-8476-48C6-A662-058DF3424B4F","12DC17A1-C8BF-426D-A78E-145BC1B305A4","2016/11/17","N","No","Compliance Inspection"
"FAF19409-1990-433A-830C-FE338ED71A92","12DC17A1-C8BF-426D-A78E-145BC1B305A4","2017/04/10","N","No","Compliance Inspection"
"0730301C-4F2A-48D5-94B0-C532D283B2AB","12DC17A1-C8BF-426D-A78E-145BC1B305A4","2017/08/02","N","No","Compliance Inspection"
"4602038D-6DC8-4A31-9E8B-B4ED3750DA61","12DC17A1-C8BF-426D-A78E-145BC1B305A4","2015/12/08","N","No","Compliance Inspection"
"77CF8630-DBA0-48E0-97E7-51CBCDD98B2D","842E9FBC-416C-4935-9648-1461773466C7","2016/06/06","N","No","Compliance Inspection"
"B90765CD-CEF5-4AC1-83D5-E5340BA0B755","842E9FBC-416C-4935-9648-1461773466C7","2017/06/11","N","No","Compliance Inspection"
"8E731FE2-AD4E-49BC-8286-F69426AF7C21","A93C0084-1F35-4C12-BE8F-147EE9207825","2016/05/25","N","No","Compliance Inspection"
"A97BEED4-EB3A-42C3-9119-B9C52031D9CF","A93C0084-1F35-4C12-BE8F-147EE9207825","2016/11/25","N","No","Compliance Inspection"
"72C7B19E-0E80-48F1-B9B2-98EED1B8EA83","A93C0084-1F35-4C12-BE8F-147EE9207825","2015/11/27","N","No","Compliance Inspection"
"8C0F8A96-D5E0-4D4B-99F2-7E5D976C34EB","A93C0084-1F35-4C12-BE8F-147EE9207825","2017/07/12","N","No","Re-inspection"
"30422971-F721-4815-A78F-0CA490BA0F3E","A93C0084-1F35-4C12-BE8F-147EE9207825","2017/06/26","N","No","Compliance Inspection"
"AAA64F1D-8DC2-42C9-8640-941AF33F794C","285D810C-876D-4F61-A291-1492B9D0D780","2016/08/23","N","Yes","Compliance Inspection"
"420B8E05-EC1C-4CEB-8DA6-B2AC36CB969E","285D810C-876D-4F61-A291-1492B9D0D780","2017/05/03","N","Yes","Compliance Inspection"
"802341A4-EABC-4BFD-9DE2-D9517C3888B5","285D810C-876D-4F61-A291-1492B9D0D780","2016/04/26","N","Yes","Compliance Inspection"
"5C4C39EA-A867-4E5D-8887-BDBEB2AD666C","62CA07D1-84FE-46E2-BAED-149E0B9F1772","2016/08/12","N","No","Re-inspection"
"9CD75CF9-3378-4733-B75A-3DFB8E362E30","62CA07D1-84FE-46E2-BAED-149E0B9F1772","2016/03/29","Y","No","Compliance Inspection"
"F136653C-D6E0-4B8C-AE00-C375A79928BA","62CA07D1-84FE-46E2-BAED-149E0B9F1772","2016/08/10","Y","No","Re-inspection"
"783B8B27-4E91-4C49-9EE7-E592E2E30DA6","62CA07D1-84FE-46E2-BAED-149E0B9F1772","2016/11/16","N","Yes","Compliance Inspection"
"09E3E267-7896-4C12-8EE2-EDD41BD7BD95","62CA07D1-84FE-46E2-BAED-149E0B9F1772","2017/01/12","N","Yes","Compliance Inspection"
"F8F87E51-DFB2-485F-84DD-FA0E815871E6","62CA07D1-84FE-46E2-BAED-149E0B9F1772","2017/07/25","Y","Yes","Compliance Inspection"
"13D3D9E7-AEDB-4963-BE98-585730315A79","62CA07D1-84FE-46E2-BAED-149E0B9F1772","2017/08/01","N","Yes","Compliance Inspection"
"A85181EB-0727-410D-B65C-938B0E04ED36","62CA07D1-84FE-46E2-BAED-149E0B9F1772","2015/10/06","N","No","Compliance Inspection"
"E6FC864B-224D-4BF7-B3E0-B1DC4520BE8C","50681C36-8748-48B5-9B21-14B3779DE9CB","2017/08/11","N","No","Compliance Inspection"
"36F2E260-43E0-4BAF-870C-C2D0DD0E364D","50681C36-8748-48B5-9B21-14B3779DE9CB","2016/09/30","N","No","Compliance Inspection"
"C8BC0008-B790-42E9-9A0C-CF32731610F2","D5511E65-54C4-4C8E-8608-14C88D86F605","2016/03/23","N","Yes","Compliance Inspection"
"D4B46625-92DF-4863-AC07-1F4B13C0F5A8","D5511E65-54C4-4C8E-8608-14C88D86F605","2017/03/13","N","Yes","Compliance Inspection"
"4DA1BA31-4F06-4AE1-844E-DC48C05A2AC1","D5511E65-54C4-4C8E-8608-14C88D86F605","2015/08/25","N","No","Compliance Inspection"
"944ACF13-7F27-45C9-9C00-4AA8097F6A03","678983FC-9480-4FFB-B0DF-14DA465B4316","2017/01/12","N","No","Compliance Inspection"
"25C14337-A42E-4D8B-B112-7C1FB2DE5ABE","678983FC-9480-4FFB-B0DF-14DA465B4316","2016/03/10","N","No","Compliance Inspection"
"204E6C70-C75C-4DB9-AB72-7F105BC2C69B","402F1255-83A9-445C-9B90-14DE60810B2E","2016/03/09","N","Yes","Compliance Inspection"
"11C514F2-9D4F-4AA7-848B-0FF2F89CE91C","402F1255-83A9-445C-9B90-14DE60810B2E","2017/01/13","N","Yes","Compliance Inspection"
"F8BDD6A8-E3B7-43C1-845C-5806E06458C3","402F1255-83A9-445C-9B90-14DE60810B2E","2016/07/12","N","Yes","Compliance Inspection"
"3A02811A-29EF-4F43-B680-AFEDAB065506","402F1255-83A9-445C-9B90-14DE60810B2E","2015/09/03","N","Yes","Compliance Inspection"
"EC1246A9-5BFA-48F4-8127-005302F8D0EB","BEDFD6D8-2D9F-4F86-AC21-14E40808CD53","2016/09/19","Y","No","Compliance Inspection"
"1FF48A61-F8AF-49B0-BA09-C7C4DE2AB00B","BEDFD6D8-2D9F-4F86-AC21-14E40808CD53","2016/10/07","Y","No","Re-inspection"
"4C75F015-E728-4523-8683-6540C1A07466","BEDFD6D8-2D9F-4F86-AC21-14E40808CD53","2016/04/20","Y","No","Compliance Inspection"
"0D30D070-48B4-4849-8766-A0762405EB6E","BEDFD6D8-2D9F-4F86-AC21-14E40808CD53","2017/08/25","N","No","Compliance Inspection"
"9AA77EC9-B044-4933-BD1B-5F053ECC1587","BEDFD6D8-2D9F-4F86-AC21-14E40808CD53","2017/02/24","Y","No","Compliance Inspection"
"904AC0C7-29D7-4B96-B698-A5F7390E388C","084FA40C-3CA4-44FD-AAD7-14E7CE1338C4","2016/07/21","N","Yes","Compliance Inspection"
"D8292022-A9A3-44CD-AA0C-78606E8C5CA9","084FA40C-3CA4-44FD-AAD7-14E7CE1338C4","2016/04/01","N","Yes","Compliance Inspection"
"6C8420FF-BD1C-480C-BB0C-12584C5B572B","084FA40C-3CA4-44FD-AAD7-14E7CE1338C4","2017/05/23","N","Yes","Compliance Inspection"
"8B43C309-5895-41F1-A5C7-A9DE043AE105","7526DF7A-59D2-46B5-A847-14F6FC833FCC","2016/10/06","N","Yes","Compliance Inspection"
"F80B44F0-816E-4C06-8C92-5C3ED801D7DF","7526DF7A-59D2-46B5-A847-14F6FC833FCC","2016/04/05","N","Yes","Compliance Inspection"
"A2763C08-D2B4-4A50-8A2C-ED1CD6C20C53","7526DF7A-59D2-46B5-A847-14F6FC833FCC","2017/03/28","N","Yes","Compliance Inspection"
"A0C32369-755B-424E-BF9C-A1B7D8C35230","7526DF7A-59D2-46B5-A847-14F6FC833FCC","2015/09/22","N","Yes","Compliance Inspection"
"B095A187-FC3C-4CB1-91D3-BEB4AB68A23F","B9D3F199-E5C0-49C7-8960-15003905B8ED","2016/07/05","N","Yes","Compliance Inspection"
"19F31A44-E7E0-4D89-B20E-08DEC3F08351","B9D3F199-E5C0-49C7-8960-15003905B8ED","2017/02/02","N","Yes","Compliance Inspection"
"8C521E4C-5CE0-4EF2-8066-3E040A027D7C","B9D3F199-E5C0-49C7-8960-15003905B8ED","2015/10/09","N","Yes","Compliance Inspection"
"1BA12ED6-C013-42FF-9531-11D7CF1D71FB","B9D3F199-E5C0-49C7-8960-15003905B8ED","2017/07/05","N","Yes","Compliance Inspection"
"389213A8-22C6-460B-BF8C-4A6A3769F2A6","B9D3F199-E5C0-49C7-8960-15003905B8ED","2016/11/15","N","Yes","Compliance Inspection"
"11C2672A-CDED-474E-9C7E-0518D1CD6BEF","B9D3F199-E5C0-49C7-8960-15003905B8ED","2016/01/19","N","Yes","Compliance Inspection"
"C542BF4A-BF47-47BD-AFE9-0DB82CAD5DA3","E10AAA26-AB70-4FE0-9D46-1547595320CC","2016/03/29","N","Yes","Compliance Inspection"
"DB0E1CA5-CDCD-4C21-A728-5282A246C6B6","E10AAA26-AB70-4FE0-9D46-1547595320CC","2017/03/07","N","Yes","Compliance Inspection"
"1CABCE73-3383-4FDE-A7D2-FBA3908EB26A","E10AAA26-AB70-4FE0-9D46-1547595320CC","2015/11/12","N","Yes","Compliance Inspection"
"44F4D3AB-4B3A-4E6C-8915-0CBCDE3FF6EA","E10AAA26-AB70-4FE0-9D46-1547595320CC","2016/09/14","N","Yes","Compliance Inspection"
"A29BFD8E-DCA6-4582-8253-709880F43E0C","753E7E8B-3763-4F29-8701-15B5813072DD","2017/01/10","N","Yes","Compliance Inspection"
"5D284440-8914-4520-BED3-DFF8F69884F5","753E7E8B-3763-4F29-8701-15B5813072DD","2016/01/14","N","Yes","Compliance Inspection"
"879EE8F8-3352-48DB-BB52-161D046A811A","753E7E8B-3763-4F29-8701-15B5813072DD","2017/08/03","N","Yes","Compliance Inspection"
"6C5ADDA4-F26C-4AF8-9916-EED03851C56B","753E7E8B-3763-4F29-8701-15B5813072DD","2016/08/04","Y","Yes","Compliance Inspection"
"04BD3EBC-8C78-4BD7-BAE9-C136A3F439A0","753E7E8B-3763-4F29-8701-15B5813072DD","2016/08/11","N","No","Re-inspection"
"85B8BB7B-BE0F-4CA2-A03B-A7A0AA1949BD","F8856CAF-8956-494F-818C-15C7B33A2232","2017/07/13","N","Yes","Compliance Inspection"
"B3BBDE6F-E107-4DF5-98BE-A795E08110EA","FF39F8AD-8875-4974-A361-15DAE5D9FD4B","2017/04/20","N","No","Compliance Inspection"
"4A07D4F8-9F4B-4207-B689-5FC8E0469F26","FF39F8AD-8875-4974-A361-15DAE5D9FD4B","2016/10/24","N","No","Compliance Inspection"
"A900CF78-4413-4DE8-A948-01D41C30EA34","FF39F8AD-8875-4974-A361-15DAE5D9FD4B","2015/09/22","Y","No","Compliance Inspection"
"01248B7D-EBFA-48FD-9B40-60CC326ADE65","FF39F8AD-8875-4974-A361-15DAE5D9FD4B","2015/09/23","N","No","Re-inspection"
"E02CBD59-F029-4AFB-8906-6E6F538140B0","FF39F8AD-8875-4974-A361-15DAE5D9FD4B","2016/07/12","N","Yes","Compliance Inspection"
"3489441F-B5AF-429D-A0B3-A90BCA906094","FF39F8AD-8875-4974-A361-15DAE5D9FD4B","2016/01/20","N","No","Compliance Inspection"
"6BACF862-2393-49C4-946A-3D532E588597","A156C44F-65A6-4401-ABCC-15E9C0839CFD","2017/06/08","N","No","Compliance Inspection"
"717E41ED-ED00-41D2-B24A-730D4D0F7496","A156C44F-65A6-4401-ABCC-15E9C0839CFD","2016/02/03","N","No","Compliance Inspection"
"C5C79628-0A50-4FF1-A672-EAC2D4646858","A156C44F-65A6-4401-ABCC-15E9C0839CFD","2015/11/06","N","No","Re-inspection"
"CCAED8E4-1C18-43AE-A788-B7F5C3FA1446","A156C44F-65A6-4401-ABCC-15E9C0839CFD","2015/11/04","N","Yes","Compliance Inspection"
"583C9868-AF7D-4B75-9E21-07F4CCEEF4A0","A156C44F-65A6-4401-ABCC-15E9C0839CFD","2016/07/05","Y","Yes","Compliance Inspection"
"EED95C02-1E8C-48F3-99AD-FFEEB77F2C0B","A156C44F-65A6-4401-ABCC-15E9C0839CFD","2017/02/06","N","No","Compliance Inspection"
"AC768EF2-A0C5-4B66-8F4B-3C28DA6BC55F","A156C44F-65A6-4401-ABCC-15E9C0839CFD","2016/07/11","N","No","Re-inspection"
"5A24D1E7-2A69-490F-BD00-15AC0DEC0808","A156C44F-65A6-4401-ABCC-15E9C0839CFD","2016/10/06","N","No","Compliance Inspection"
"F3D7E48E-4E3E-4C4B-BB57-1E97BEB8E0E2","C43D465B-C752-4633-B287-15EB0C1AC543","2016/11/24","N","No","Compliance Inspection"
"A4CA4A8D-2ADE-4884-947C-FC356D4B2333","C43D465B-C752-4633-B287-15EB0C1AC543","2015/11/09","N","No","Compliance Inspection"
"50E5B404-3B1F-44F4-993F-D7D6AD6954F6","C0AC238D-A421-4071-B62A-1615B875F289","2015/10/20","N","Yes","Compliance Inspection"
"04E904EB-54F4-4EB6-8A60-BCE21EAD5979","C0AC238D-A421-4071-B62A-1615B875F289","2016/03/08","N","No","Compliance Inspection"
"77D0450E-37E5-4ADB-AAEA-B139240A3B95","C0AC238D-A421-4071-B62A-1615B875F289","2016/07/18","N","Yes","Compliance Inspection"
"5AE50FDE-BB4B-4860-894F-97EAB95DCF54","C0AC238D-A421-4071-B62A-1615B875F289","2017/03/02","N","Yes","Compliance Inspection"
"D16D5AFD-A075-4215-8448-FF4A8038C58E","0F9AF602-7EA1-4BC9-9935-163ED6AE8DD7","2017/05/04","Y","Yes","Compliance Inspection"
"D91274E9-18BA-4BC5-8823-51E57CF2FCBA","0F9AF602-7EA1-4BC9-9935-163ED6AE8DD7","2017/05/19","N","No","Re-inspection"
"73FD2128-996F-4925-BC27-655142F8985F","0A301F33-AE95-4DAB-A269-166AAF40BCA7","2017/06/12","N","No","Compliance Inspection"
"FDCECAFA-2A2B-4A73-B946-E739367C0E45","0A301F33-AE95-4DAB-A269-166AAF40BCA7","2015/10/30","N","Yes","Compliance Inspection"
"00BFE98A-061A-4FC8-AFB2-EE48E7889878","0A301F33-AE95-4DAB-A269-166AAF40BCA7","2016/07/08","N","No","Compliance Inspection"
"99CB0EF4-0775-44FF-848E-33D1BE0A5B86","05E96457-2B87-4863-8722-166E467C5731","2017/01/17","N","No","Re-inspection"
"12FDB31E-8B3B-4AEB-9E2F-D365AA549D9C","05E96457-2B87-4863-8722-166E467C5731","2017/01/09","N","No","Compliance Inspection"
"24A7FC22-41E5-467B-80A0-3A1E14C86532","D8586C94-7C55-48EE-8742-167B21D5AECF","2016/08/09","N","Yes","Compliance Inspection"
"3F4AC267-4E0C-42C0-961D-F5786D496590","7665EA38-A849-48D7-886E-168FDCDFBCB7","2017/03/08","N","No","Compliance Inspection"
"E3CDF961-288B-4572-8F60-3D15277FE06D","7665EA38-A849-48D7-886E-168FDCDFBCB7","2016/10/19","N","No","Compliance Inspection"
"327681A0-5C7C-407C-8CEC-02E749D8BC3A","7665EA38-A849-48D7-886E-168FDCDFBCB7","2015/09/30","N","No","Compliance Inspection"
"2966E921-300C-43FD-9416-E9F48593D46C","7665EA38-A849-48D7-886E-168FDCDFBCB7","2016/04/20","N","No","Compliance Inspection"
"F009C9F1-F8BB-4284-96BF-19A55280DEAF","06E8314A-8721-41F4-84B1-16B4B9DD3C40","2016/04/07","N","Yes","Compliance Inspection"
"2D01AA29-6F64-4640-9D03-5EEA2708DFEA","06E8314A-8721-41F4-84B1-16B4B9DD3C40","2017/05/17","N","Yes","Compliance Inspection"
"6C3ECC78-C906-4F64-9BA7-E7FF3C55A1D3","06E8314A-8721-41F4-84B1-16B4B9DD3C40","2016/12/09","N","Yes","Compliance Inspection"
"CB7119D6-1539-4EB2-9B51-82C185ADCE4C","3B5B2FAC-AB79-4F5E-8C20-16C5B1DE5B94","2015/09/19","N","Yes","Compliance Inspection"
"89A26C18-2AAB-4A26-B689-79C5DEF00581","3B5B2FAC-AB79-4F5E-8C20-16C5B1DE5B94","2016/10/15","N","Yes","Compliance Inspection"
"9CB71F0A-D0D2-436A-90E7-4E9923FAB5A5","3B5B2FAC-AB79-4F5E-8C20-16C5B1DE5B94","2017/04/29","N","Yes","Compliance Inspection"
"5B913E75-875D-4DF7-A019-B78FCE344AB0","3B5B2FAC-AB79-4F5E-8C20-16C5B1DE5B94","2016/04/09","N","Yes","Compliance Inspection"
"D4282D90-B2A0-48D0-9606-DEFA6F23BF8C","6039AB3A-3823-4302-B98F-16E7697CB02F","2017/01/23","N","No","Compliance Inspection"
"BE06B9CD-9D9D-44A0-884C-A1437DD96047","6039AB3A-3823-4302-B98F-16E7697CB02F","2016/01/14","N","No","Compliance Inspection"
"0BCD80FA-439E-4068-BC0F-D68393B157F5","804886CF-D158-4BAF-B832-16EA2A09A87F","2015/11/18","N","Yes","Compliance Inspection"
"F602CA49-8913-4269-A3C0-0DAA947D04B2","804886CF-D158-4BAF-B832-16EA2A09A87F","2017/06/19","N","Yes","Compliance Inspection"
"F9BA520F-4EE4-4F84-BD03-D5AEC0DD7EE9","804886CF-D158-4BAF-B832-16EA2A09A87F","2016/02/24","N","Yes","Compliance Inspection"
"692668E7-FA17-4124-BE83-33EAB9252537","804886CF-D158-4BAF-B832-16EA2A09A87F","2016/10/04","N","Yes","Compliance Inspection"
"D1A5024D-DA60-4B9E-A186-4E93B3EA4DC7","321692A8-B121-4360-AB32-1720A504D25A","2017/01/11","Y","Yes","Compliance Inspection"
"3623DE5C-625A-4804-A4E7-9DB3B058492A","321692A8-B121-4360-AB32-1720A504D25A","2016/05/31","Y","No","Re-inspection"
"1D2F0F36-B04E-4561-B17B-254DD05877CF","321692A8-B121-4360-AB32-1720A504D25A","2017/05/23","Y","Yes","Compliance Inspection"
"42C251F8-FC68-4A3B-A89D-8B05C06CA2C2","321692A8-B121-4360-AB32-1720A504D25A","2016/05/25","Y","Yes","Compliance Inspection"
"42CAB55F-1887-4A70-AB48-840B7A8C41AA","321692A8-B121-4360-AB32-1720A504D25A","2015/10/19","N","Yes","Compliance Inspection"
"49D14B2A-2409-4421-962B-826F54176B12","321692A8-B121-4360-AB32-1720A504D25A","2016/02/01","N","Yes","Compliance Inspection"
"4824794D-E92A-46EB-8A82-9BE721C06DF9","321692A8-B121-4360-AB32-1720A504D25A","2016/09/26","N","No","Compliance Inspection"
"345C9A5A-F848-44F1-97DF-4A4556629E18","321692A8-B121-4360-AB32-1720A504D25A","2017/02/01","N","No","Re-inspection"
"7D838C7E-FBD0-4215-BE3A-56B7741095A2","1F6BCF7A-430B-4B58-81FA-1737565C5213","2016/07/12","N","No","Re-inspection"
"788AFB38-545A-4EC6-93C8-E4843CA30509","1F6BCF7A-430B-4B58-81FA-1737565C5213","2015/10/19","N","No","Compliance Inspection"
"F56C0EA2-AAA3-4FA1-82E5-C272F2CB38B6","1F6BCF7A-430B-4B58-81FA-1737565C5213","2017/01/17","N","No","Compliance Inspection"
"6D859A8D-43AE-4EFC-8AC1-1A213A3C1AE5","1F6BCF7A-430B-4B58-81FA-1737565C5213","2016/07/11","Y","No","Compliance Inspection"
"6AB8478F-4AB7-4719-BFB1-43DA70AB382B","1F6BCF7A-430B-4B58-81FA-1737565C5213","2016/03/03","N","No","Compliance Inspection"
"6FE8BEE2-4AFD-4052-973B-E18BEDD0444B","CCBEA3BD-42C7-40A7-AE9E-17497CFC2E39","2016/10/11","N","No","Compliance Inspection"
"478F7E05-1F3B-49CB-85FF-3811FD181C5A","7E2AC0E1-0151-4C96-85E4-178B41F287A2","2016/11/14","N","No","Compliance Inspection"
"0C677FCC-DC28-4210-ADDC-BDF2DC88B06F","7DF2361F-6C33-4676-A2B7-17CC82B09458","2016/09/22","N","Yes","Compliance Inspection"
"FFD13409-BA13-412D-AFB8-58770C7320A4","55EE1A29-F138-4F8E-86BC-17DA58756AFF","2016/06/16","N","Yes","Compliance Inspection"
"0B64C86A-3F0D-47B0-92F8-B37C3648E1F8","55EE1A29-F138-4F8E-86BC-17DA58756AFF","2017/04/10","N","Yes","Compliance Inspection"
"DF39518E-A1C9-4004-9D8B-8CC9A21FFFC2","55EE1A29-F138-4F8E-86BC-17DA58756AFF","2016/11/16","N","Yes","Compliance Inspection"
"0D7A3AFF-2786-4ECB-ADAE-208AD81F8322","55EE1A29-F138-4F8E-86BC-17DA58756AFF","2015/11/18","N","Yes","Compliance Inspection"
"DBC6C89B-4C13-4E2F-9D81-B1923C116226","A4BF904B-B904-41DA-B4D2-1807AB1B74E7","2015/12/08","N","Yes","Compliance Inspection"
"BF8D7CCD-95A0-440B-B377-7FA6684CFBA5","A4BF904B-B904-41DA-B4D2-1807AB1B74E7","2016/07/22","N","No","Re-inspection"
"8F200F52-025B-431E-A67D-AAD0EC77DEC8","A4BF904B-B904-41DA-B4D2-1807AB1B74E7","2017/02/16","N","Yes","Compliance Inspection"
"C912D721-81A5-45E7-94A7-DD08CBAC11FF","A4BF904B-B904-41DA-B4D2-1807AB1B74E7","2016/11/23","N","No","Compliance Inspection"
"AA47D957-1986-4569-A938-F234079CDA28","A4BF904B-B904-41DA-B4D2-1807AB1B74E7","2016/03/16","Y","Yes","Compliance Inspection"
"C47AF262-0163-465E-9F6A-702CE5E0AE19","A4BF904B-B904-41DA-B4D2-1807AB1B74E7","2017/05/15","N","Yes","Compliance Inspection"
"543D4488-0727-4F4C-9731-0E04D5D2EDE4","A4BF904B-B904-41DA-B4D2-1807AB1B74E7","2016/04/08","N","No","Re-inspection"
"42F6E5AE-E3AF-4084-9A92-C850DBBB74DC","A4BF904B-B904-41DA-B4D2-1807AB1B74E7","2016/07/19","N","Yes","Compliance Inspection"
"C3538B7B-569C-409E-81C8-09743D7DCF30","B9052250-A7B8-41A5-B10E-1821459821D4","2016/09/28","N","No","Compliance Inspection"
"56CA2992-8888-4D0C-99A5-405E12BD0741","13B5B5E6-F194-454A-A4FD-1839D0E269E7","2016/12/15","N","Yes","Compliance Inspection"
"9529CB0F-6DA8-4F75-B077-2B11D6A9473B","13B5B5E6-F194-454A-A4FD-1839D0E269E7","2017/06/09","N","No","Compliance Inspection"
"43A28925-FBD5-4AC7-8016-937D19DF0BEA","13B5B5E6-F194-454A-A4FD-1839D0E269E7","2016/01/05","N","Yes","Compliance Inspection"
"4FF57C6F-EEBA-4BF4-92AD-CC297AA35F0C","13B5B5E6-F194-454A-A4FD-1839D0E269E7","2015/10/06","N","No","Compliance Inspection"
"54BEE044-9BC9-43F3-AC8D-11519DDB089E","79CF29A9-10CD-4F8D-8FD7-1849E196ADCB","2015/10/29","N","Yes","Compliance Inspection"
"13BF3D9C-2C09-4AB9-9E77-F38173CBCF3B","79CF29A9-10CD-4F8D-8FD7-1849E196ADCB","2016/01/21","N","Yes","Compliance Inspection"
"A7A54E11-8EFD-426B-A226-9BA242CD85FF","79CF29A9-10CD-4F8D-8FD7-1849E196ADCB","2016/06/20","N","Yes","Compliance Inspection"
"3DA03425-B080-41DA-9E05-29033B8E8C0C","79CF29A9-10CD-4F8D-8FD7-1849E196ADCB","2017/01/26","N","Yes","Compliance Inspection"
"C5A117A7-47AD-4BFD-9DBF-74CC7FCF785D","79CF29A9-10CD-4F8D-8FD7-1849E196ADCB","2016/09/28","N","Yes","Compliance Inspection"
"ED55D926-D4B4-4305-ABAF-05E589CBB484","CE5631B0-D46E-47BA-978E-1858E39B310F","2016/06/21","N","No","Compliance Inspection"
"3E61DC88-592F-4A15-8E25-60A50E476C72","803264A1-A6A1-4D60-8913-1859FF341B45","2016/12/05","N","Yes","Compliance Inspection"
"76C68DEC-6BBC-4633-B6AF-E56C2AFA558B","803264A1-A6A1-4D60-8913-1859FF341B45","2016/03/31","N","Yes","Compliance Inspection"
"F80AFF2F-7FE9-43F1-9DDA-E5DF03326EAD","803264A1-A6A1-4D60-8913-1859FF341B45","2017/02/06","N","Yes","Compliance Inspection"
"4ED1A12D-602C-4BD2-8AB1-71C2BCC7F2FF","803264A1-A6A1-4D60-8913-1859FF341B45","2016/01/05","N","Yes","Re-inspection"
"1CFA91FD-2A64-4341-AF13-54A76CB56279","803264A1-A6A1-4D60-8913-1859FF341B45","2015/12/15","Y","Yes","Compliance Inspection"
"30E18B6E-792C-4988-825B-E66C8B73388D","8884B3EC-F9D8-4407-AD22-18A055AB358B","2016/10/05","N","No","Compliance Inspection"
"A3FCABF7-7AF3-4D90-AC1C-37CC9BC1B61D","8884B3EC-F9D8-4407-AD22-18A055AB358B","2017/07/07","N","No","Compliance Inspection"
"D8377E9D-3FA1-42DF-B78D-0A08B5C54639","7CDD18BE-D851-42D4-9078-18A3F6778485","2015/10/05","N","Yes","Compliance Inspection"
"F7FB0AD2-D71F-4E22-BA9F-A6C9CC193D8E","7CDD18BE-D851-42D4-9078-18A3F6778485","2017/04/03","N","Yes","Compliance Inspection"
